low	high
YGL200C	1
YOR276W	1
YKL056C	1
YPL093W	1
YBR039W	1
YDL182W	1
YKL085W	1
YGL206C	1
YOR108W	1
YDR461W	1
YOR206W	1
YML125C	1
YOL121C	1
YBR149W	1
YMR246W	1
YHR024C	1
YDR513W	1
YGL225W	1
YHR053C	1
YMR108W	1
YBL003C	1
YOR209C	1
YPL145C	1
YDR298C	1
YKR081C	1
YLL026W	1
YNL112W	1
YDR398W	1
YGR034W	1
YOR198C	1
YLR175W	1
YKL117W	1
YOR335C	1
YDR211W	1
YOR310C	1
YML126C	1
YNR021W	1
YEL032W	1
YMR260C	1
YDL067C	1
YBR067C	1
YGR204W	1
YPR191W	1
YGL234W	1
YKL028W	1
YLR056W	1
YDR399W	1
YBR025C	1
YGR148C	1
YDR233C	1
YDR345C	1
YOR168W	1
YPL225W	1
YBR034C	1
YPL226W	1
YHR193C	1
YAL012W	1
YER110C	1
YLR448W	1
YGL078C	1
YPR102C	1
YML106W	1
YGR211W	1
YJR070C	1
YOR065W	1
YPR074C	1
YJL190C	1
YNL243W	1
YGR061C	1
YBL099W	1
YDL095W	1
YBR159W	1
YGR155W	1
YLR390W-A	1
YIL078W	1
YPL111W	1
YDL160C	1
YOR136W	1
YNL135C	1
YER023W	1
YLR196W	1
YMR297W	1
YGR282C	1
YDR101C	1
YDR346C	1
YNL121C	1
YHR052W	1
YHR042W	1
YLR150W	1
YOR298C-A	1
YOR361C	1
YDR099W	1
YKL212W	1
YDR450W	1
YER052C	1
YPR041W	1
YGL245W	1
YJR139C	1
YMR122W-A	1
YNL016W	1
YLR325C	1
YFR032C-A	1
YDL084W	1
YML012W	1
YLR347C	1
YPR108W	1
YMR235C	1
YGL147C	1
YBR079C	1
YLR354C	1
YML008C	1
YMR142C	1
YMR242C	1
YDR297W	1
YDR062W	1
YOR270C	1
YNL220W	1
YKR042W	1
YNR050C	1
YBL039C	1
YGL105W	1
YGR124W	1
YOR187W	1
YPL273W	1
YKL192C	1
YMR120C	1
YPL048W	1
YPL028W	1
YBR106W	1
YNL301C	1
YGR175C	1
YLR058C	1
YOR027W	1
YNR053C	1
YBR011C	1
YEL054C	1
YPL106C	1
YLR438W	1
YHR007C	1
YHR064C	1
YEL017C-A	1
YFL034C-A	1
YNL067W	1
YGR254W	1
YHR047C	1
YGR060W	1
YGR159C	1
YOR375C	1
YNL287W	1
YDR385W	1
YDL126C	1
YDR432W	1
YDR172W	1
YMR309C	1
YLL045C	1
YOR133W	1
YMR079W	1
YGR264C	1
YDR155C	1
YGR285C	1
YHR208W	1
YGR180C	1
YGR240C	1
YMR205C	1
YBR196C	1
YLR441C	1
YHR025W	1
YOR167C	1
YGL009C	1
YLR304C	1
YNL255C	1
YDL055C	1
YBR121C	1
YER178W	1
YGL076C	1
YHR183W	1
YLR180W	1
YNL209W	1
YPL004C	1
YEL046C	1
YKR059W	1
YPL081W	1
YML063W	1
YIR034C	1
YGL253W	1
YGR086C	1
YPL220W	1
YNL064C	1
YJL052W	1
YJR009C	1
YDR226W	1
YCR024C-A	1
YBR127C	1
YMR186W	1
YPL061W	1
YNL178W	1
YDR012W	1
YER177W	1
YPL160W	1
YLR110C	1
YLR333C	1
YJR121W	1
YIL051C	1
YGR192C	1
YDL229W	1
YJR016C	1
YDR033W	1
YIL053W	1
YER165W	1
YDL185W	1
YDR050C	1
YBR010W	1
YBL027W	1
YHL033C	1
YGL031C	1
YNL031C	1
YER091C	1
YKL216W	1
YGL135W	1
YAL005C	1
YAL038W	1
YDR353W	1
YER070W	1
YHR027C	1
YCR012W	1
YGR027C	1
YMR116C	1
YML123C	1
YJL034W	1
YPR035W	1
YLL024C	1
YML028W	1
YOL039W	1
YBL002W	1
YPL240C	1
YLR134W	1
YER131W	1
YJR104C	1
YBR009C	1
YDR382W	1
YNL030W	1
YLR249W	1
YLR355C	1
YKL060C	1
YGL008C	1
