low	high
YKR002W	1
YKL035W	1
YHR037W	1
YHR200W	1
YDL100C	1
YLR277C	1
YER036C	1
YBR263W	1
YKL210W	1
YOR254C	1
YLR192C	1
YFR051C	1
YPL037C	1
YKL009W	1
YJL109C	1
YDR158W	1
YGL207W	1
YLR257W	1
YPR016C	1
YMR300C	1
YNL061W	1
YOR151C	1
YML058W	1
YDR390C	1
YNL288W	1
YDL171C	1
YDR174W	1
YIL094C	1
YBL045C	1
YBR072W	1
YGL099W	1
YNL251C	1
YLR244C	1
YJR117W	1
YIR012W	1
YBL056W	1
YOR261C	1
YNL098C	1
YHR196W	1
YPR024W	1
YNR016C	1
YDR454C	1
YAR002C-A	1
YNL141W	1
YER025W	1
YGR187C	1
YCL040W	1
YKL080W	1
YGR085C	1
YML048W	1
YOR273C	1
YLR208W	1
YDR496C	1
YJR014W	1
YBR247C	1
YER012W	1
YDL131W	1
YDR044W	1
YDR502C	1
YFR044C	1
YMR296C	1
YML069W	1
YPR036W	1
YDR232W	1
YGL028C	1
YOR176W	1
YDR074W	1
YNL247W	1
YIL076W	1
YBL076C	1
YER073W	1
YGL238W	1
YDL015C	1
YOR370C	1
YPR163C	1
YFL018C	1
YMR015C	1
YPL117C	1
YCR053W	1
YDR238C	1
YAL007C	1
YBR249C	1
YPR033C	1
YGL200C	1
YOR276W	1
YKL056C	1
YPL093W	1
YBR039W	1
YGL206C	1
YOR206W	1
YBR149W	1
YHR024C	1
YDR513W	1
YGL225W	1
YHR053C	1
YMR108W	1
YOR209C	1
YDR298C	1
YKR081C	1
YLL026W	1
YDR398W	1
YOR198C	1
YLR175W	1
YKL117W	1
YOR335C	1
YDR211W	1
YOR310C	1
YML126C	1
YNR021W	1
YEL032W	1
YMR260C	1
YDL067C	1
YPR191W	1
YGL234W	1
YKL028W	1
YLR056W	1
YDR399W	1
YGR148C	1
YDR233C	1
YOR168W	1
YPL225W	1
YBR034C	1
YPL226W	1
YHR193C	1
YER110C	1
YML106W	1
YGR211W	1
YJR070C	1
YOR065W	1
YJL190C	1
YNL243W	1
YGR061C	1
YBL099W	1
YDL095W	1
YBR159W	1
YGR155W	1
YIL078W	1
YPL111W	1
YDL160C	1
YER023W	1
YLR196W	1
YMR297W	1
YGR282C	1
YDR101C	1
YDR346C	1
YHR052W	1
YHR042W	1
YLR150W	1
YOR298C-A	1
YOR361C	1
YDR099W	1
YKL212W	1
YER052C	1
YPR041W	1
YGL245W	1
YJR139C	1
YMR122W-A	1
YNL016W	1
YLR325C	1
YFR032C-A	1
YML012W	1
YLR347C	1
YPR108W	1
YMR235C	1
YGL147C	1
YBR079C	1
YLR354C	1
YML008C	1
YMR242C	1
YDR297W	1
YDR062W	1
YNL220W	1
YNR050C	1
YBL039C	1
YGL105W	1
YGR124W	1
YOR187W	1
YPL273W	1
YKL192C	1
YMR120C	1
YPL048W	1
YBR106W	1
YGR175C	1
YOR027W	1
YEL054C	1
YLR438W	1
YHR007C	1
YHR064C	1
YEL017C-A	1
YGR254W	1
YHR047C	1
YGR060W	1
YGR159C	1
YNL287W	1
YDL126C	1
YDR432W	1
YDR172W	1
YMR309C	1
YGR264C	1
YGR285C	1
YHR208W	1
YGR240C	1
YBR196C	1
YLR441C	1
YHR025W	1
YGL009C	1
YNL255C	1
YDL055C	1
YBR121C	1
YER178W	1
YPL004C	1
YEL046C	1
YIR034C	1
YBR127C	1
YNL178W	1
YPL160W	1
YJR121W	1
YIL051C	1
YGR192C	1
YJR016C	1
YIL053W	1
YER165W	1
YDL185W	1
YDR050C	1
YHL033C	1
YER091C	1
YKL216W	1
YGL135W	1
YER070W	1
YHR027C	1
YCR012W	1
YGR027C	1
YML123C	1
YJL034W	1
YPR035W	1
YBL002W	1
YPL240C	1
YER131W	1
YJR104C	1
YBR009C	1
YDR382W	1
YLR355C	1
YKL060C	1
YGL008C	1
